Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Total_Purchases,Average_Spend,Family_Size,Age,Engagement,Spending_Ratio
Graduation,Together,69372.0,0,0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,1381,20,65.76190476190476,1,77,1.8181818181818181,0.019906880198348062
Graduation,Single,49967.0,0,1,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,306,12,23.53846153846154,2,68,2.4,0.006123919308357349
Graduation,Single,60199.0,1,2,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,18,3,4.5,4,48,0.06,0.0002990033222591362
Graduation,Together,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,162,8,18.0,2,49,2.0,0.0029254550707887893
Graduation,Single,80317.0,0,0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,1231,17,68.38888888888889,1,71,0.26153846153846155,0.015326576856993452
Master,Single,30523.0,2,1,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,13,3,3.25,4,68,3.0,0.00042589437819420784
PhD,Married,70356.0,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,1706,25,65.61538461538461,1,81,1.1904761904761905,0.024247764970081156
Graduation,Married,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,121,7,15.125,2,42,0.07608695652173914,0.005209005983899436
PhD,Divorced,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,1293,19,64.65,1,51,1.9,0.01743386457406359
PhD,Married,118423.5,0,1,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,1608,22,69.91304347826087,2,53,0.2222222222222222,0.01357827138809959
Graduation,Together,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,88,6,12.571428571428571,4,60,0.07142857142857142,0.002023779408044523
Graduation,Divorced,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,421,17,23.38888888888889,1,73,0.6071428571428571,0.006730400306944622
Graduation,Divorced,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,259,11,21.583333333333332,1,67,0.171875,0.004949076108765024
Graduation,Single,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,1117,14,74.46666666666667,1,38,0.2978723404255319,0.0166835942167523
Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,89,6,12.714285714285714,3,69,0.07058823529411765,0.0034110072052736472
Graduation,Together,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,36,4,7.2,3,61,0.06779661016949153,0.0010760080102818544
Graduation,Married,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,57,5,9.5,2,44,0.06329113924050633,0.001984748772589575
Graduation,Married,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,148,7,18.5,3,56,1.4,0.0029337139232477006
PhD,Together,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,93,6,13.285714285714286,3,67,0.3333333333333333,0.0017370839403787965
Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,119,6,17.0,2,59,0.07692307692307693,0.00228516562650024
PhD,Married,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,1835,27,65.53571428571429,2,51,0.47368421052631576,0.022815437409857264
PhD,Married,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,1318,24,52.72,1,78,0.3,0.015720794866289748
PhD,Married,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,45,5,7.5,3,56,0.054945054945054944,0.0011581819117722756
Graduation,Together,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,10,3,2.5,4,67,0.030927835051546393,0.0002611920806561145
2n Cycle,Married,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,978,24,39.12,1,75,0.5333333333333333,0.012458916150729955
PhD,Married,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,191,9,19.1,2,50,0.10975609756097561,0.0036978954908907864
2n Cycle,Married,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,57,6,8.142857142857142,2,38,0.07692307692307693,0.0035079081789648595
Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,1033,23,43.041666666666664,1,80,1.0454545454545454,0.01545574241426776
Master,Married,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,66,5,11.0,2,42,0.29411764705882354,0.002165496423649846
Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,43,5,7.166666666666667,1,65,0.06172839506172839,0.0015221238938053097
Graduation,Married,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,50,4,10.0,2,43,0.08695652173913043,0.001978474200696423
PhD,Single,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,39,5,6.5,2,56,0.078125,0.0012072808320950966
Graduation,Married,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,608,16,35.76470588235294,2,60,0.45714285714285713,0.009920537797575343
Graduation,Married,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,1581,23,65.875,1,50,1.5333333333333334,0.021344962129905897
PhD,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,68,5,11.333333333333334,3,62,0.35714285714285715,0.001486013986013986
Basic,Together,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,80,4,16.0,2,48,0.07547169811320754,0.0032150464172326487
PhD,Together,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,1282,27,45.785714285714285,1,37,0.2727272727272727,0.019141756502523366
Graduation,Married,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,91,6,13.0,2,38,0.06382978723404255,0.00234095644792015
Graduation,Married,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,315,12,24.23076923076923,3,53,0.3076923076923077,0.006158478171616259
Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,31,4,6.2,3,49,0.16,0.0009887095745359444
Master,Married,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,834,22,36.26086956521739,1,46,0.2716049382716049,0.011972093824466712
Graduation,Married,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,1600,16,94.11764705882354,1,72,0.1927710843373494,0.01998301443772793
Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,1270,16,74.70588235294117,1,72,0.7619047619047619,0.014645002825217081
PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,263,9,26.3,3,53,0.10975609756097561,0.0056130615729377865
Graduation,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,535,16,31.470588235294116,2,74,0.3137254901960784,0.007737587319034464
Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,1295,17,71.94444444444444,1,58,0.2786885245901639,0.017056754870065725
Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,1150,26,42.592592592592595,2,48,0.40625,0.01805507583131849
PhD,Together,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,1240,26,45.925925925925924,1,49,0.4727272727272727,0.012137704211979131
PhD,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,38,4,7.6,3,61,0.0547945205479452,0.000935085388060436
Master,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,35,3,8.75,1,42,0.5,0.0018527341061881318
Graduation,Together,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,53,4,10.6,2,38,0.0449438202247191,0.001790238135450093
Master,Divorced,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,293,11,24.416666666666668,3,63,0.21568627450980393,0.006013710438816141
Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,5,10.833333333333334,2,60,0.05,0.0014510548052237974
Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,1804,24,72.16,2,72,1.3333333333333333,0.02796985953052808
Graduation,Together,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,241,10,21.90909090909091,2,70,0.8333333333333334,0.005227992537637208
Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,1101,19,55.05,1,72,1.0,0.014120272401985302
PhD,Married,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,264,11,22.0,3,58,0.15492957746478872,0.0059488935959259095
Master,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,541,16,31.823529411764707,3,52,0.7272727272727273,0.011757035749212214
Graduation,Married,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,1198,16,70.47058823529412,1,41,0.23880597014925373,0.01688465441425189
Graduation,Married,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,482,14,32.13333333333333,2,49,0.175,0.011630151529775118
2n Cycle,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,3,4.25,4,48,1.0,0.0003256954555904667
Master,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,1615,24,64.6,1,78,0.2926829268292683,0.0192741463880369
Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,285,10,25.90909090909091,2,72,0.4,0.006397019213503322
Graduation,Together,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,1135,26,42.03703703703704,2,46,0.5306122448979592,0.01632882072825102
2n Cycle,Together,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,114,6,16.285714285714285,2,38,0.06382978723404255,0.0025218449286583343
Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,1047,15,65.4375,1,57,0.2631578947368421,0.01444915195760478
PhD,Together,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,714,20,34.0,3,56,5.0,0.00919830462620615
PhD,Married,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,185,9,18.5,2,46,0.2,0.006019588064946475
Graduation,Divorced,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,1245,27,44.464285714285715,2,64,0.6923076923076923,0.01948722764838467
Graduation,Together,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,189,8,21.0,2,48,0.1702127659574468,0.004498714652956298
Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,576,14,38.4,2,50,0.16470588235294117,0.011212770099279736
Graduation,Divorced,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1103,15,68.9375,2,74,0.5357142857142857,0.021401684194186813
PhD,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,1753,16,103.11764705882354,1,54,0.2191780821917808,0.02193141584616732
PhD,Together,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,17,3,4.25,2,40,0.04477611940298507,0.0004953235628332508
Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,14,28.866666666666667,3,60,0.45161290322580644,0.011680289174826684
2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,1588,13,113.42857142857143,2,64,4.333333333333333,0.019371523372694446
Graduation,Together,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,22,3,5.5,2,55,0.045454545454545456,0.0005700811069938587
Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,19,4,3.8,1,75,0.10526315789473684,0.0012638020486896368
PhD,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,1117,26,41.370370370370374,2,61,0.28888888888888886,0.01780193159723329
2n Cycle,Married,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,69,6,9.857142857142858,2,51,0.12,0.003106289109980642
Master,Together,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,23,4,4.6,2,44,0.0851063829787234,0.0009720226523539853
PhD,Single,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,605,18,31.842105263157894,2,68,0.5454545454545454,0.007585065570070961
Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,57,7,7.125,2,53,0.12727272727272726,0.007598986801759766
Graduation,Widow,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,2088,21,94.9090909090909,1,58,0.21212121212121213,0.02842517969941189
Graduation,Together,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,1009,14,67.26666666666667,2,68,0.14285714285714285,0.015532157261168068
Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,4,5.2,2,55,0.05263157894736842,0.0011401008550756414
Graduation,Married,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,1627,21,73.95454545454545,1,36,2.3333333333333335,0.022079578764520682
Graduation,Married,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,1102,24,44.08,2,68,0.631578947368421,0.018043389275480964
PhD,Married,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,17,4,3.4,3,62,0.125,0.0005364976173194055
Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1690,14,112.66666666666667,2,54,0.34146341463414637,0.021089411617894804
Graduation,Married,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,1390,19,69.5,2,73,0.25333333333333335,0.01852641680439303
PhD,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,19,106.3,1,38,0.2087912087912088,0.03147438080151598
Master,Together,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,1531,21,69.5909090909091,2,57,0.3620689655172414,0.023489881399880327
Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,64,5,10.666666666666666,2,51,0.08333333333333333,0.0020538493629857833
Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,26,4,5.2,2,41,0.07547169811320754,0.0008684324793747286
Graduation,Divorced,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,1112,28,38.3448275862069,1,52,4.666666666666667,0.010828391419084066
2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,9,21.0,1,68,0.0967741935483871,0.007927220565475067
Graduation,Together,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,1148,21,52.18181818181818,3,59,0.2692307692307692,0.015164524523466706
PhD,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,33,4,6.6,2,52,0.1111111111111111,0.0010679611650485437
PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,1101,16,64.76470588235294,2,65,0.32653061224489793,0.017381557551742102
Graduation,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,322,12,24.76923076923077,2,62,0.12244897959183673,0.007001522070015221
Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,6,6.285714285714286,3,62,0.0625,0.0023526895519195806
PhD,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,17,3,4.25,4,69,0.12,0.0004173008002356522
Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,31,4,6.2,2,47,0.06557377049180328,0.0020277341705913134
PhD,Divorced,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,845,22,36.73913043478261,3,58,0.46808510638297873,0.01212773591675637
Master,Married,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,275,11,22.916666666666668,2,56,0.12790697674418605,0.006227355072463768
PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,3,6.25,2,48,0.09375,0.000662813510790604
Master,Together,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,275,11,22.916666666666668,3,74,1.1,0.006281837494574776
Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,90,7,11.25,3,60,0.22580645161290322,0.002357255107386066
Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,1495,18,78.6842105263158,1,63,0.375,0.018658346333853354
PhD,Married,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,184,7,23.0,3,56,0.09859154929577464,0.004829649850385847
Graduation,Married,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,981,12,75.46153846153847,1,56,0.8571428571428571,0.013449226086837306
Graduation,Together,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,67,6,9.571428571428571,2,56,0.5,0.003035657650310362
Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,1635,12,125.76923076923077,1,73,0.375,0.023603972974533694
Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,60,7,7.5,2,43,0.4375,0.0018874453427286167
PhD,Together,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,231,10,21.0,2,51,3.3333333333333335,0.0037314638322618163
Graduation,Married,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,48,6,6.857142857142857,3,66,0.10714285714285714,0.001637331150225133
Graduation,Divorced,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,99,6,14.142857142857142,3,63,0.15384615384615385,0.0029659366667665298
PhD,Together,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,770,21,35.0,2,63,0.2413793103448276,0.011611424435262538
Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,957,21,43.5,1,70,0.3684210526315789,0.01576216750391172
Master,Together,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,818,11,68.16666666666667,1,45,0.36666666666666664,0.010502933888011504
PhD,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,925,16,54.411764705882355,1,40,0.5161290322580645,0.013239251159329021
Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,21,41.27272727272727,2,58,0.3230769230769231,0.014222612073556592
Basic,Married,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,102,7,12.75,2,45,0.14893617021276595,0.004166496466647605
Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,576,14,38.4,2,50,0.16470588235294117,0.011212770099279736
Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,317,11,26.416666666666668,1,80,0.5238095238095238,0.008394904795953497
PhD,Together,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,461,14,30.733333333333334,2,52,0.18666666666666668,0.007023049618378757
Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,37,5,6.166666666666667,3,51,0.2631578947368421,0.0008348375451263538
Graduation,Married,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,70,6,10.0,2,52,0.07894736842105263,0.0022851919561243145
Graduation,Together,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,930,22,40.43478260869565,1,74,1.2222222222222223,0.0123540429601881
Master,Together,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,859,20,40.904761904761905,3,70,0.2247191011235955,0.016876559460893142
Graduation,Widow,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1478,21,67.18181818181819,1,60,1.05,0.018487247801668605
Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,390,13,27.857142857142858,1,77,0.20634920634920634,0.011011661066719372
2n Cycle,Together,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,52,4,10.4,1,42,0.3333333333333333,0.0016041955884621318
Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,137,7,17.125,2,57,0.09333333333333334,0.0035712423752671915
Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,1919,18,101.0,1,46,0.5454545454545454,0.023261169967756793
Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,68,6,9.714285714285714,3,55,0.07792207792207792,0.00408973356588681
Graduation,Together,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,25,3,6.25,3,61,0.42857142857142855,0.0008425167660836451
Master,Together,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,1374,20,65.42857142857143,2,74,0.31746031746031744,0.02455676293966257
2n Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,32,4,6.4,2,38,0.19047619047619047,0.0009042357794794993
Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,100,6,14.285714285714286,2,40,0.13636363636363635,0.002359213909925213
Graduation,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,825,11,68.75,1,44,0.2391304347826087,0.012021332400769365
PhD,Divorced,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,916,23,38.166666666666664,2,61,0.6571428571428571,0.01581682869131283
Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,62,7,7.75,3,68,0.12962962962962962,0.001759014951627089
2n Cycle,Together,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,728,20,34.666666666666664,2,70,0.4444444444444444,0.012376321784366394
PhD,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,90,6,12.857142857142858,2,48,0.06666666666666667,0.0019405752727586355
